source,idColName,iden,text,startByte,endByte,pdncID
exp,exp_name,daisy miller,DAISY MILLER,0,12,0
exp,exp_name,winterbourne,Winterbourne,3403,3415,8
booknlp,COREF,43,he,3478,3480,8
booknlp,COREF,43,he,3524,3526,8
booknlp,COREF,43,his,3595,3598,8
booknlp,COREF,43,he,3656,3658,8
booknlp,COREF,43,him,3717,3720,8
booknlp,COREF,43,his,3741,3744,8
booknlp,COREF,43,he,3795,3797,8
booknlp,COREF,43,he,3840,3842,8
booknlp,COREF,43,his,3858,3861,8
booknlp,COREF,43,He,3873,3875,8
booknlp,COREF,43,his,3893,3896,8
booknlp,COREF,43,he,3912,3914,8
booknlp,COREF,43,him,3976,3979,8
booknlp,COREF,43,he,4070,4072,8
booknlp,COREF,43,his,4082,4085,8
exp,exp_name,the child,The child,4191,4200,6
booknlp,COREF,150,his,4225,4228,6
booknlp,COREF,150,He,4321,4323,6
booknlp,COREF,150,his,4391,4394,6
booknlp,COREF,150,he,4423,4425,6
booknlp,COREF,150,He,4460,4462,6
booknlp,COREF,150,his,4474,4477,6
booknlp,COREF,150,he,4527,4529,6
booknlp,COREF,150,he,4558,4560,6
exp,exp_name,winterbourne,Winterbourne,4656,4668,8
booknlp,COREF,43,he,4669,4671,8
booknlp,COREF,43,him,4691,4694,8
pdnc,qID,Q0-0,you,4750,4753,8
booknlp,COREF,43,me,4759,4761,8
booknlp,COREF,43,he,4780,4782,8
exp,exp_name,winterbourne,Winterbourne,4867,4879,8
booknlp,COREF,43,him,4912,4915,8
booknlp,COREF,43,his,4926,4929,8
pdnc,qID,Q1-0,you,5007,5010,6
booknlp,COREF,43,he,5026,5028,8
booknlp,COREF,43,I,5044,5045,8
booknlp,COREF,150,he,5191,5193,6
booknlp,COREF,150,his,5218,5221,6
booknlp,COREF,150,He,5289,5291,6
booknlp,COREF,150,his,5298,5301,6
exp,exp_name,winterbourne,Winterbourne,5334,5346,8
booknlp,COREF,150,his,5397,5400,6
booknlp,COREF,150,he,5437,5439,6
exp,exp_name,winterbourne,Winterbourne,5500,5512,8
booknlp,COREF,43,he,5544,5546,8
pdnc,qID,Q3-0,you,5619,5622,6
pdnc,qID,Q3-0,your,5634,5638,6
booknlp,COREF,43,he,5647,5649,8
pdnc,qID,Q4-0,My mother,5756,5765,4
pdnc,qID,Q4-0,She,5825,5828,4
pdnc,qID,Q4-0,she,5834,5837,4
exp,exp_name,winterbourne,Winterbourne,6006,6018,8
pdnc,qID,Q5-0,you,6040,6043,6
pdnc,qID,Q5-0,your mother,6070,6081,4
pdnc,qID,Q5-0,you,6102,6105,6
booknlp,COREF,43,he,6108,6110,8
pdnc,qID,Q6-0,She,6119,6122,4
booknlp,COREF,43,his,6168,6171,8
exp,exp_name,winterbourne,Winterbourne,6335,6347,8
booknlp,COREF,150,I,6351,6352,6
booknlp,COREF,150,I,6365,6366,6
exp,exp_name,the child,the child,6392,6401,6
booknlp,COREF,43,I,6405,6406,8
pdnc,qID,Q9-0,you,6411,6414,6
exp,exp_name,winterbourne,Winterbourne,6445,6457,8
pdnc,qID,Q10-0,you,6465,6468,8
exp,exp_name,winterbourne,Winterbourne,6531,6543,8
booknlp,COREF,43,His,6608,6611,8
booknlp,COREF,43,him,6630,6633,8
exp,exp_name,the child,the child,6658,6667,6
booknlp,COREF,150,his,6696,6699,6
booknlp,COREF,150,him,6732,6735,6
booknlp,COREF,150,he,6743,6745,6
exp,exp_name,winterbourne,Winterbourne,6779,6791,8
booknlp,COREF,150,he,6804,6806,6
booknlp,COREF,150,himself,6807,6814,6
booknlp,COREF,150,his,6837,6840,6
booknlp,COREF,150,he,6854,6856,6
pdnc,qID,Q12-0,my sister,6916,6925,0
exp,exp_name,the child,the child,6934,6943,6
pdnc,qID,Q12-1,She,6958,6961,0
exp,exp_name,winterbourne,Winterbourne,6984,6996,8
booknlp,COREF,43,he,7098,7100,8
booknlp,COREF,43,his,7120,7123,8
pdnc,qID,Q14-0,My sister,7143,7152,0
exp,exp_name,the child,the child,7170,7179,6
pdnc,qID,Q14-1,She,7191,7194,0
booknlp,COREF,150,me,7215,7217,6
booknlp,COREF,43,I,7222,7223,8
pdnc,qID,Q15-0,your,7240,7244,6
pdnc,qID,Q15-0,hers,7256,7260,0
exp,exp_name,winterbourne,Winterbourne,7268,7280,8
exp,exp_name,winterbourne,Winterbourne,7599,7611,8
booknlp,COREF,43,himself,7627,7634,8
booknlp,COREF,43,his,7638,7641,8
booknlp,COREF,43,he,7654,7656,8
booknlp,COREF,43,his,7715,7718,8
pdnc,qID,Q17-0,Randolph,7946,7954,6
pdnc,qID,Q17-1,you,7988,7991,6
booknlp,COREF,44,I,8002,8003,6
exp,exp_name,randolph,Randolph,8034,8042,6
booknlp,COREF,44,he,8067,8069,6
exp,exp_name,winterbourne,Winterbourne,8125,8137,8
exp,exp_name,winterbourne,Winterbourne,8185,8197,8
pdnc,qID,Q20-0,He,8201,8203,8
exp,exp_name,randolph,Randolph,8230,8238,6
booknlp,COREF,44,his,8243,8246,6
pdnc,qID,Q21-0,you,8368,8371,6
exp,exp_name,winterbourne,Winterbourne,8429,8441,8
booknlp,COREF,43,he,8447,8449,8
booknlp,COREF,43,He,8482,8484,8
booknlp,COREF,43,his,8548,8551,8
booknlp,COREF,43,I,8584,8585,8
booknlp,COREF,43,he,8611,8613,8
booknlp,COREF,43,he,8655,8657,8
exp,exp_name,winterbourne,Winterbourne,8983,8995,8
booknlp,COREF,43,him,9029,9032,8
booknlp,COREF,43,He,9128,9130,8
booknlp,COREF,43,he,9148,9150,8
booknlp,COREF,43,he,9173,9175,8
booknlp,COREF,43,he,9189,9191,8
booknlp,COREF,43,he,9241,9243,8
pdnc,qID,Q23-0,you,9360,9363,6
booknlp,COREF,44,I,9392,9393,6
exp,exp_name,randolph,Randolph,9416,9424,6
pdnc,qID,Q25-0,You,9428,9431,6
pdnc,qID,Q25-0,you,9450,9453,6
booknlp,COREF,150,I,9492,9493,6
exp,exp_name,the child,the child,9525,9534,6
pdnc,qID,Q27-0,you,9704,9707,6
pdnc,qID,Q28-0,you,9771,9774,0
exp,exp_name,winterbourne,Winterbourne,9792,9804,8
booknlp,COREF,43,him,9869,9872,8
pdnc,qID,Q29-0,sir,9886,9889,8
pdnc,qID,Q30-0,you,9938,9941,0
