TheSunAlsoRises,Q1616-0
HandfulOfDust,Q968-1
TheInvisibleMan,Q180-0
TheMysteriousAffairAtStyles,Q263-1
NightAndDay,Q811-0
AliceInWonderland,Q308-1
TheInvisibleMan,Q688-0
AgeOfInnocence,Q200-0
TheSunAlsoRises,Q356-0
TheInvisibleMan,Q547-8
TheManWhoWasThursday,Q44-1
TheSunAlsoRises,Q1769-0
TheMysteriousAffairAtStyles,Q268-0
DaisyMiller,Q84-0
TheMysteriousAffairAtStyles,Q794-0
Persuasion,Q90-0
Emma,Q1134-0
HandfulOfDust,Q368-0
NightAndDay,Q1302-0
NightAndDay,Q1187-1
PrideAndPrejudice,Q920-0
HandfulOfDust,Q1933-1
TheMysteriousAffairAtStyles,Q0-0
TheSunAlsoRises,Q1057-0
HandfulOfDust,Q1311-0
TheInvisibleMan,Q533-0
SenseAndSensibility,Q907-1
HandfulOfDust,Q1440-0
ThePictureOfDorianGray,Q1125-0
Persuasion,Q267-0
HandfulOfDust,Q1182-1
HandfulOfDust,Q544-0
ARoomWithAView,Q33-0
AgeOfInnocence,Q339-0
ThePictureOfDorianGray,Q289-0
TheSunAlsoRises,Q262-0
Emma,Q821-1
HandfulOfDust,Q121-0
TheSunAlsoRises,Q146-0
NightAndDay,Q1212-0
TheMysteriousAffairAtStyles,Q223-0
Emma,Q1447-0
ARoomWithAView,Q80-0
AgeOfInnocence,Q332-0
SignOfFour,Q142-0
TheSunAlsoRises,Q1226-0
AnneOfGreenGables,Q488-0
NightAndDay,Q363-0
AnneOfGreenGables,Q936-1
HowardsEnd,Q1685-0
SignOfFour,Q43-0
ARoomWithAView,Q156-0
AnneOfGreenGables,Q703-1
AnneOfGreenGables,Q778-0
ThePictureOfDorianGray,Q1075-0
Emma,Q957-1
ThePictureOfDorianGray,Q334-0
Emma,Q491-0
HandfulOfDust,Q1393-0
NorthangerAbbey,Q143-0
HowardsEnd,Q1084-1
TheMysteriousAffairAtStyles,Q1029-0
SignOfFour,Q114-6
TheSportOfTheGods,Q467-0
TheMysteriousAffairAtStyles,Q200-0
TheManWhoWasThursday,Q428-0
SignOfFour,Q183-1
HowardsEnd,Q1765-0
TheManWhoWasThursday,Q497-1
NightAndDay,Q836-1
HowardsEnd,Q377-0
Emma,Q566-0
HandfulOfDust,Q1251-0
ARoomWithAView,Q1403-0
AgeOfInnocence,Q67-0
HowardsEnd,Q1578-0
HandfulOfDust,Q1509-0
TheInvisibleMan,Q504-1
HowardsEnd,Q2383-0
AgeOfInnocence,Q1286-0
Emma,Q1580-0
AnneOfGreenGables,Q429-0
ARoomWithAView,Q1012-1
SenseAndSensibility,Q145-0
TheSunAlsoRises,Q366-0
AliceInWonderland,Q538-0
ARoomWithAView,Q633-0
SignOfFour,Q57-0
HowardsEnd,Q1441-0
SenseAndSensibility,Q16-1
TheMysteriousAffairAtStyles,Q1101-0
PrideAndPrejudice,Q1148-0
TheGambler,Q48-0
TheGambler,Q171-0
NightAndDay,Q1301-0
SignOfFour,Q537-0
NightAndDay,Q101-1
NightAndDay,Q1645-0
Emma,Q1154-1
Persuasion,Q336-0
TheAwakening,Q121-0
TheMysteriousAffairAtStyles,Q1475-0
AnneOfGreenGables,Q539-0
TheSunAlsoRises,Q897-1
AgeOfInnocence,Q1001-1
TheSunAlsoRises,Q1148-1
AnneOfGreenGables,Q1153-0
Persuasion,Q351-0
AgeOfInnocence,Q142-0
AnneOfGreenGables,Q455-0
TheMysteriousAffairAtStyles,Q122-0
NorthangerAbbey,Q609-0
TheSunAlsoRises,Q2352-0
TheInvisibleMan,Q533-1
AnneOfGreenGables,Q764-0
SignOfFour,Q516-1
TheMysteriousAffairAtStyles,Q1540-0
AnneOfGreenGables,Q1042-0
NightAndDay,Q978-0
AgeOfInnocence,Q525-0
AgeOfInnocence,Q249-0
TheGambler,Q760-0
ThePictureOfDorianGray,Q610-0
TheInvisibleMan,Q52-1
Emma,Q1586-0
Emma,Q296-0
TheMysteriousAffairAtStyles,Q780-0
HandfulOfDust,Q371-0
TheInvisibleMan,Q172-1
TheMysteriousAffairAtStyles,Q414-0
SenseAndSensibility,Q284-0
TheMysteriousAffairAtStyles,Q995-0
NightAndDay,Q1323-0
TheSunAlsoRises,Q1386-0
TheMysteriousAffairAtStyles,Q1711-0
AnneOfGreenGables,Q260-0
Emma,Q1027-1
TheMysteriousAffairAtStyles,Q1155-0
TheAwakening,Q423-0
PrideAndPrejudice,Q1107-0
TheSunAlsoRises,Q1888-0
HowardsEnd,Q1488-1
