TheManWhoWasThursday,Q281-0
PrideAndPrejudice,Q169-0
NorthangerAbbey,Q31-0
Emma,Q1553-1
TheInvisibleMan,Q849-0
HandfulOfDust,Q1948-0
AgeOfInnocence,Q1177-0
TheInvisibleMan,Q228-1
NightAndDay,Q1314-0
HowardsEnd,Q2038-1
Emma,Q749-0
AnneOfGreenGables,Q1-1
Persuasion,Q111-0
ThePictureOfDorianGray,Q176-0
NightAndDay,Q163-0
NorthangerAbbey,Q167-0
NightAndDay,Q1695-0
AnneOfGreenGables,Q371-0
NightAndDay,Q351-1
PrideAndPrejudice,Q937-0
TheGambler,Q138-0
HowardsEnd,Q2325-0
AgeOfInnocence,Q329-0
TheMysteriousAffairAtStyles,Q1646-0
TheManWhoWasThursday,Q521-1
TheMysteriousAffairAtStyles,Q573-0
NightAndDay,Q497-1
HowardsEnd,Q6-0
AgeOfInnocence,Q897-0
PrideAndPrejudice,Q858-1
TheAwakening,Q78-0
Emma,Q843-0
TheMysteriousAffairAtStyles,Q941-0
TheInvisibleMan,Q390-1
NightAndDay,Q920-1
NightAndDay,Q2086-0
HandfulOfDust,Q1386-0
NorthangerAbbey,Q101-0
HowardsEnd,Q862-0
HandfulOfDust,Q137-0
TheGambler,Q503-0
AliceInWonderland,Q223-0
PrideAndPrejudice,Q904-0
Emma,Q1178-0
ThePictureOfDorianGray,Q1106-0
TheSportOfTheGods,Q135-1
TheManWhoWasThursday,Q653-0
HowardsEnd,Q2158-0
HandfulOfDust,Q2189-1
NightAndDay,Q104-0
Emma,Q1017-0
NorthangerAbbey,Q435-1
Persuasion,Q96-2
PrideAndPrejudice,Q950-0
TheMysteriousAffairAtStyles,Q1621-0
Persuasion,Q126-1
SignOfFour,Q42-0
AgeOfInnocence,Q319-0
NightAndDay,Q35-0
HowardsEnd,Q517-0
NightAndDay,Q1759-0
HowardsEnd,Q1907-0
TheSportOfTheGods,Q237-1
NorthangerAbbey,Q128-0
Emma,Q778-0
ThePictureOfDorianGray,Q128-0
TheMysteriousAffairAtStyles,Q1724-1
AliceInWonderland,Q396-0
NightAndDay,Q1331-0
TheManWhoWasThursday,Q252-0
HowardsEnd,Q1071-0
NightAndDay,Q164-0
SignOfFour,Q421-0
Emma,Q58-0
ThePictureOfDorianGray,Q581-0
HandfulOfDust,Q1036-0
PrideAndPrejudice,Q1093-0
PrideAndPrejudice,Q184-0
HowardsEnd,Q717-0
PrideAndPrejudice,Q930-1
HandfulOfDust,Q1311-0
AnneOfGreenGables,Q511-0
HowardsEnd,Q312-0
NorthangerAbbey,Q20-0
NightAndDay,Q1917-1
TheGambler,Q627-0
TheSportOfTheGods,Q71-0
HandfulOfDust,Q98-0
AliceInWonderland,Q540-1
NightAndDay,Q1245-1
ThePictureOfDorianGray,Q303-0
PrideAndPrejudice,Q400-0
HowardsEnd,Q615-0
HowardsEnd,Q531-1
TheMysteriousAffairAtStyles,Q1802-0
HandfulOfDust,Q102-0
HowardsEnd,Q412-0
Emma,Q911-0
