TheMysteriousAffairAtStyles,Q599-0
DaisyMiller,Q16-0
ARoomWithAView,Q216-0
HowardsEnd,Q1686-0
PrideAndPrejudice,Q726-0
AnneOfGreenGables,Q1082-0
TheInvisibleMan,Q366-0
TheSunAlsoRises,Q1778-0
TheMysteriousAffairAtStyles,Q68-0
HowardsEnd,Q1343-0
TheSunAlsoRises,Q1406-0
ARoomWithAView,Q580-0
TheSunAlsoRises,Q1348-0
TheMysteriousAffairAtStyles,Q20-0
AgeOfInnocence,Q1031-0
TheSunAlsoRises,Q723-0
AnneOfGreenGables,Q859-1
TheMysteriousAffairAtStyles,Q982-1
Emma,Q1153-1
ARoomWithAView,Q890-0
SenseAndSensibility,Q481-0
HowardsEnd,Q1519-0
TheMysteriousAffairAtStyles,Q25-0
HandfulOfDust,Q449-0
HowardsEnd,Q1153-0
Emma,Q1247-0
SenseAndSensibility,Q1077-1
AgeOfInnocence,Q1228-0
HowardsEnd,Q1372-0
AgeOfInnocence,Q983-0
ThePictureOfDorianGray,Q419-0
TheSportOfTheGods,Q1-0
AnneOfGreenGables,Q303-1
HowardsEnd,Q736-0
TheInvisibleMan,Q744-0
TheGambler,Q255-0
TheSunAlsoRises,Q2059-0
Persuasion,Q101-1
ARoomWithAView,Q229-0
HowardsEnd,Q2392-0
HandfulOfDust,Q1557-0
PrideAndPrejudice,Q1145-0
HandfulOfDust,Q1784-1
Persuasion,Q288-0
TheSunAlsoRises,Q2114-0
TheSunAlsoRises,Q1399-0
Emma,Q960-0
ThePictureOfDorianGray,Q857-0
TheGambler,Q48-0
HandfulOfDust,Q2191-0
TheSportOfTheGods,Q115-0
HandfulOfDust,Q514-0
HandfulOfDust,Q1501-0
SenseAndSensibility,Q237-0
HowardsEnd,Q1749-0
ThePictureOfDorianGray,Q766-0
TheSunAlsoRises,Q1455-1
TheSunAlsoRises,Q876-1
HowardsEnd,Q1423-0
TheGambler,Q373-0
AnneOfGreenGables,Q1185-0
HandfulOfDust,Q111-0
AgeOfInnocence,Q267-0
TheSunAlsoRises,Q2039-0
SenseAndSensibility,Q531-0
Emma,Q806-0
HandfulOfDust,Q1473-0
