chapID,titleParaID,titleStartByte,titleEndByte,textStartParaID,textStartByte,textEndParaID,textEndByte
1,1,0,10,2,13,35,4496
2,36,4501,4512,37,4515,64,8814
3,65,8819,8831,66,8834,85,18397
4,86,18402,18413,87,18416,102,24336
5,103,24341,24351,104,24354,126,29620
6,127,29625,29636,128,29639,181,42645
7,182,42647,42659,183,42662,231,53905
8,232,53910,53923,233,53926,291,64937
9,292,64942,64953,293,64956,331,74720
10,332,74725,74735,333,74738,398,87246
11,399,87251,87262,400,87265,433,96226
12,434,96228,96240,435,96243,441,100179
13,442,100184,100197,443,100200,472,109659
14,473,109664,109676,474,109679,490,116122
15,491,116127,116138,492,116141,504,125921
16,505,125926,125938,506,125941,564,145040
17,565,145045,145058,566,145061,580,152350
18,581,152355,152369,582,152372,658,181529
19,659,181534,181546,660,181549,681,192190
20,682,192192,192203,683,192206,714,201388
21,715,201393,201405,716,201408,745,212708
22,746,212713,212726,747,212729,764,222723
23,765,222728,222742,766,222745,799,232326
24,800,232331,232341,801,232344,831,243195
25,832,243200,243211,833,243214,852,251816
26,853,251821,251833,854,251836,883,264819
27,884,264824,264835,885,264838,907,272059
28,908,272064,272074,909,272077,928,280305
29,929,280310,280321,930,280324,971,294056
30,972,294058,294070,973,294073,984,301125
31,985,301130,301143,986,301146,1015,309902
32,1016,309907,309918,1017,309921,1047,318390
33,1048,318395,318405,1049,318408,1089,328787
34,1090,328792,328803,1091,328806,1122,340823
35,1123,340828,340840,1124,340843,1129,359045
36,1130,359050,359063,1131,359066,1143,370892
37,1144,370897,370909,1145,370912,1165,378710
38,1166,378715,378726,1167,378729,1183,384682
39,1184,384687,384699,1185,384702,1210,393486
40,1211,393491,393504,1212,393507,1246,402707
41,1247,402712,402726,1248,402729,1287,415725
42,1288,415730,415742,1289,415745,1316,426679
43,1317,426684,426694,1318,426697,1394,454247
44,1395,454252,454263,1396,454266,1413,467656
45,1414,467661,467673,1415,467676,1434,477781
46,1435,477783,477794,1436,477797,1464,495134
47,1465,495139,495149,1466,495152,1538,517690
48,1539,517695,517706,1540,517709,1573,530458
49,1574,530463,530475,1575,530478,1631,542934
50,1632,542939,542952,1633,542955,1656,555641
51,1657,555646,555657,1658,555660,1692,566896
52,1693,566901,566911,1694,566914,1731,584273
53,1732,584278,584289,1733,584292,1792,600423
54,1793,600428,600440,1794,600443,1831,609346
55,1832,609351,609364,1833,609367,1888,622369
56,1889,622374,622386,1890,622389,1966,637756
57,1967,637761,637772,1968,637775,1993,647259
58,1994,647264,647276,1995,647279,2040,660975
59,2041,660980,660993,2042,660996,2091,674658
60,2092,674663,674677,2093,674680,2122,683512
61,2123,683517,683529,2124,683532,2138,690663
