qID,qText,qSpan,speaker,addressee,qType,refExp,menTexts,menSpans,menEnts,speakerGender,dialogueTurn,speakerType,novel,startParaID,endParaID,startChapID,endChapID,speakerID,startByte,endByte
Q0-0,"My dear Mr. Bennet,","[395, 414]",Mrs. Bennet,['Mr. Bennet'],Anaphoric,said his lady to him,['My dear Mr. Bennet'],"[[395, 413]]",[['Mr. Bennet']],X,0,major,PrideAndPrejudice,4,4,1,1,25,395,414
Q0-1,have you heard that Netherfield Park is let at last?,"[447, 499]",Mrs. Bennet,['Mr. Bennet'],Anaphoric,said his lady to him,['you'],"[[452, 455]]",[['Mr. Bennet']],X,0,major,PrideAndPrejudice,4,4,1,1,25,447,499
Q1-0,"But it is,","[540, 550]",Mrs. Bennet,['Mr. Bennet'],Anaphoric,returned she,[],[],[],X,1,major,PrideAndPrejudice,6,6,1,1,25,540,550
Q1-1,"for Mrs. Long has just been here, and she told me all about it.","[567, 630]",Mrs. Bennet,['Mr. Bennet'],Anaphoric,returned she,"['Mrs. Long', 'she']","[[571, 580], [605, 608]]","[['Mrs. Long'], ['Mrs. Long']]",X,1,major,PrideAndPrejudice,6,6,1,1,25,567,630
Q2-0,Do not you want to know who has taken it?,"[662, 703]",Mrs. Bennet,['Mr. Bennet'],Anaphoric,cried his wife,['you'],"[[669, 672]]",[['Mr. Bennet']],X,2,major,PrideAndPrejudice,8,8,1,1,25,662,703
Q3-0,"_You_ want to tell me, and I have no objection to hearing it.","[735, 796]",Mr. Bennet,['Mrs. Bennet'],Implicit,,['You'],"[[736, 739]]",[['Mrs. Bennet']],X,3,major,PrideAndPrejudice,9,9,1,1,16,735,796
Q4-0,"Why, my dear, you must know, Mrs. Long says that Netherfield is taken by a young man of large fortune from the north of England; that he came down on Monday in a chaise and four to see the place, and was so much delighted with it that he agreed with Mr. Morris immediately; that he is to take possession before Michaelmas, and some of his servants are to be in the house by the end of next week.","[829, 1224]",Mrs. Bennet,['Mr. Bennet'],Implicit,,"['my dear', 'you', 'Mrs. Long', 'a young man', 'he', 'he', 'Mr. Morris', 'he', 'his']","[[834, 841], [843, 846], [858, 867], [902, 913], [963, 965], [1064, 1066], [1079, 1089], [1108, 1110], [1164, 1167]]","[['Mr. Bennet'], ['Mr. Bennet'], ['Mrs. Long'], ['Bingley'], ['Mr. Bingley'], ['Mr. Bingley'], ['Mr. Morris'], ['Mr. Bingley'], ['Mr. Bingley']]",X,4,major,PrideAndPrejudice,11,11,1,1,25,829,1224
Q5-0,What is his name?,"[1228, 1245]",Mr. Bennet,['Mrs. Bennet'],Implicit,,['his'],"[[1236, 1239]]",[['Mr. Bingley']],X,5,major,PrideAndPrejudice,12,12,1,1,16,1228,1245
Q6-0,Bingley.,"[1249, 1257]",Mrs. Bennet,['Mr. Bennet'],Implicit,,['Bingley'],"[[1249, 1256]]",[['Mr. Bingley']],X,6,major,PrideAndPrejudice,13,13,1,1,25,1249,1257
Q7-0,Is he married or single?,"[1261, 1285]",Mr. Bennet,['Mrs. Bennet'],Implicit,,['he'],"[[1264, 1266]]",[['Mr. Bingley']],X,7,major,PrideAndPrejudice,14,14,1,1,16,1261,1285
