source,idColName,iden,text,startByte,endByte,pdncID,paraID,chapID,mID
exp,exp_name,mr. pontellier,Mr. Pontellier,404,418,5,6,1,M_0
booknlp,COREF,49,his,435,438,5,6,1,M_1
booknlp,COREF,49,He,534,536,5,7,1,M_2
exp,exp_name,lebrun,Lebrun,613,619,15,7,1,M_3
booknlp,COREF,49,He,649,651,5,7,1,M_4
exp,exp_name,madame lebrun,Madame Lebrun,756,769,6,7,1,M_5
exp,exp_name,mr. pontellier,Mr. Pontellier,829,843,5,7,1,M_6
booknlp,COREF,49,He,926,928,5,8,1,M_7
booknlp,COREF,49,his,956,959,5,8,1,M_8
booknlp,COREF,49,himself,1051,1058,5,8,1,M_9
booknlp,COREF,49,he,1095,1097,5,8,1,M_10
booknlp,COREF,49,himself,1116,1123,5,8,1,M_11
booknlp,COREF,49,He,1257,1259,5,8,1,M_12
booknlp,COREF,49,he,1312,1314,5,8,1,M_13
booknlp,COREF,49,he,1377,1379,5,8,1,M_14
exp,exp_name,mr. pontellier,Mr. Pontellier,1450,1464,5,9,1,M_15
booknlp,COREF,49,He,1483,1485,5,9,1,M_16
booknlp,COREF,49,he,1549,1551,5,9,1,M_17
booknlp,COREF,49,His,1570,1573,5,9,1,M_18
booknlp,COREF,49,His,1623,1626,5,9,1,M_19
booknlp,COREF,49,he,1682,1684,5,10,1,M_20
booknlp,COREF,49,his,1694,1697,5,10,1,M_21
booknlp,COREF,49,him,1741,1744,5,10,1,M_22
exp,exp_name,madame lebrun,Madame Lebrun,2013,2026,6,10,1,M_23
exp,exp_name,mr. pontellier,Mr. Pontellier,2633,2647,5,10,1,M_24
exp,exp_name,mr. pontellier,Mr. Pontellier,2784,2798,5,11,1,M_25
booknlp,COREF,49,his,2872,2875,5,11,1,M_26
booknlp,COREF,49,He,2882,2884,5,11,1,M_27
booknlp,COREF,49,his,2891,2894,5,11,1,M_28
booknlp,COREF,49,He,2973,2975,5,11,1,M_29
booknlp,COREF,49,his,3233,3236,5,11,1,M_30
exp,exp_name,mrs. pontellier,Mrs. Pontellier,3243,3258,3,11,1,M_31
exp,exp_name,robert lebrun,Robert Lebrun,3270,3283,15,11,1,M_32
exp,exp_name,mr. pontellier,Mr. Pontellier,3531,3545,5,12,1,M_33
booknlp,COREF,49,He,3547,3549,5,12,1,M_34
booknlp,COREF,49,himself,3550,3557,5,12,1,M_35
booknlp,COREF,49,him,3630,3633,5,12,1,M_36
pdnc,qID,Q1-0,You,3637,3640,3,13,1,M_37
booknlp,COREF,49,he,3672,3674,5,13,1,M_38
booknlp,COREF,49,his,3693,3696,5,13,1,M_39
booknlp,COREF,49,him,4046,4049,5,13,1,M_40
booknlp,COREF,49,he,4055,4057,5,13,1,M_41
booknlp,COREF,49,his,4094,4097,5,13,1,M_42
exp,exp_name,robert,Robert,4228,4234,15,13,1,M_43
booknlp,COREF,49,He,4292,4294,5,13,1,M_44
exp,exp_name,pontellier,Pontellier,4346,4356,5,14,1,M_45
exp,exp_name,mr. pontellier,Mr. Pontellier,4590,4604,5,14,1,M_46
booknlp,COREF,49,He,4606,4608,5,14,1,M_47
booknlp,COREF,49,himself,4630,4637,5,14,1,M_48
booknlp,COREF,49,he,4644,4646,5,14,1,M_49
booknlp,COREF,49,he,4662,4664,5,14,1,M_50
pdnc,qID,Q3-0,Lebrun,4756,4762,15,15,1,M_51
booknlp,COREF,49,he,4765,4767,5,15,1,M_52
exp,exp_name,robert,Robert,4780,4786,15,15,1,M_53
exp,exp_name,robert,Robert,4792,4798,15,15,1,M_54
booknlp,COREF,53,he,4827,4829,15,15,1,M_55
booknlp,COREF,53,he,4854,4856,15,15,1,M_56
exp,exp_name,mrs. pontellier,Mrs. Pontellier,4873,4888,3,15,1,M_57
pdnc,qID,Q4-0,him,4903,4906,15,16,1,M_58
pdnc,qID,Q4-0,his,4913,4916,15,16,1,M_59
pdnc,qID,Q4-0,he,4931,4933,15,16,1,M_60
pdnc,qID,Q4-0,you,4940,4943,3,16,1,M_61
pdnc,qID,Q4-0,Edna,4945,4949,3,16,1,M_62
exp,exp_name,mrs. pontellier,Mrs. Pontellier,5732,5747,3,21,2,M_63
exp,exp_name,robert,Robert,6278,6284,15,23,2,M_64
booknlp,COREF,53,He,6305,6307,15,23,2,M_65
booknlp,COREF,53,he,6334,6336,15,23,2,M_66
booknlp,COREF,53,he,6362,6364,15,23,2,M_67
booknlp,COREF,53,He,6371,6373,15,23,2,M_68
booknlp,COREF,53,his,6389,6392,15,23,2,M_69
exp,exp_name,mr. pontellier,Mr. Pontellier,6406,6420,5,23,2,M_70
booknlp,COREF,53,him,6435,6438,15,23,2,M_71
booknlp,COREF,53,he,6449,6451,15,23,2,M_72
booknlp,COREF,53,his,6470,6473,15,23,2,M_73
booknlp,COREF,53,his,6535,6538,15,24,2,M_74
booknlp,COREF,53,he,6557,6559,15,24,2,M_75
booknlp,COREF,53,his,6575,6578,15,24,2,M_76
booknlp,COREF,53,his,6718,6721,15,24,2,M_77
booknlp,COREF,53,His,6740,6743,15,24,2,M_78
exp,exp_name,mrs. pontellier,Mrs. Pontellier,6817,6832,3,25,2,M_79
exp,exp_name,robert,Robert,6920,6926,15,25,2,M_80
booknlp,COREF,53,his,6940,6943,15,25,2,M_81
booknlp,COREF,53,his,6966,6969,15,25,2,M_82
exp,exp_name,robert,Robert,7337,7343,15,26,2,M_83
booknlp,COREF,53,himself,7369,7376,15,26,2,M_84
booknlp,COREF,53,He,7378,7380,15,26,2,M_85
exp,exp_name,mrs. pontellier,Mrs. Pontellier,7426,7441,3,26,2,M_86
exp,exp_name,robert,Robert,7537,7543,15,26,2,M_87
booknlp,COREF,53,his,7553,7556,15,26,2,M_88
booknlp,COREF,53,him,7620,7623,15,26,2,M_89
booknlp,COREF,53,He,7625,7627,15,26,2,M_90
booknlp,COREF,53,he,7706,7708,15,26,2,M_91
booknlp,COREF,53,his,7720,7723,15,26,2,M_92
booknlp,COREF,53,him,7843,7846,15,26,2,M_93
booknlp,COREF,53,He,7893,7895,15,27,2,M_94
booknlp,COREF,53,his,7909,7912,15,27,2,M_95
booknlp,COREF,53,he,7933,7935,15,27,2,M_96
booknlp,COREF,53,his,7953,7956,15,27,2,M_97
exp,exp_name,robert,Robert,8003,8009,15,27,2,M_98
exp,exp_name,madame lebrun,Madame Lebrun,8215,8228,6,27,2,M_99
exp,exp_name,mrs. pontellier,Mrs. Pontellier,8314,8329,3,28,2,M_100
exp,exp_name,robert,Robert,8648,8654,15,28,2,M_101
exp,exp_name,mrs. pontellier,Mrs. Pontellier,8800,8815,3,29,2,M_102
pdnc,qID,Q7-0,L once,8893,8899,5,30,2,M_103
exp,exp_name,robert,Robert,8997,9003,15,30,2,M_104
exp,exp_name,mrs. pontellier,Mrs. Pontellier,9095,9110,3,31,2,M_105
exp,exp_name,pontellier,Pontellier,9296,9306,5,31,2,M_106
exp,exp_name,mr. pontellier,Mr. Pontellier,9388,9402,5,33,3,M_107
booknlp,COREF,49,He,9432,9434,5,33,3,M_108
booknlp,COREF,49,His,9499,9502,5,33,3,M_109
booknlp,COREF,49,his,9518,9521,5,33,3,M_110
booknlp,COREF,49,he,9564,9566,5,33,3,M_111
booknlp,COREF,49,He,9576,9578,5,33,3,M_112
booknlp,COREF,49,he,9599,9601,5,33,3,M_113
booknlp,COREF,49,he,9668,9670,5,33,3,M_114
booknlp,COREF,49,his,9705,9708,5,33,3,M_115
booknlp,COREF,49,he,9726,9728,5,33,3,M_116
booknlp,COREF,49,he,9805,9807,5,33,3,M_117
booknlp,COREF,49,his,9913,9916,5,33,3,M_118
booknlp,COREF,49,him,9968,9971,5,33,3,M_119
booknlp,COREF,49,He,10002,10004,5,34,3,M_120
booknlp,COREF,49,his,10039,10042,5,34,3,M_121
booknlp,COREF,49,his,10076,10079,5,34,3,M_122
booknlp,COREF,49,him,10144,10147,5,34,3,M_123
booknlp,COREF,49,his,10170,10173,5,34,3,M_124
exp,exp_name,mr. pontellier,Mr. Pontellier,10189,10203,5,35,3,M_125
booknlp,COREF,49,he,10272,10274,5,35,3,M_126
booknlp,COREF,49,his,10434,10437,5,35,3,M_127
booknlp,COREF,49,He,10479,10481,5,35,3,M_128
exp,exp_name,mr. pontellier,Mr. Pontellier,10596,10610,5,36,3,M_129
booknlp,COREF,49,his,10623,10626,5,36,3,M_130
booknlp,COREF,49,he,10712,10714,5,36,3,M_131
exp,exp_name,mrs. pontellier,Mrs. Pontellier,10777,10792,3,37,3,M_132
exp,exp_name,mr. pontellier,Mr. Pontellier,10908,10922,5,37,3,M_133
booknlp,COREF,49,He,10983,10985,5,37,3,M_134
booknlp,COREF,49,He,11056,11058,5,38,3,M_135
booknlp,COREF,49,his,11070,11073,5,38,3,M_136
booknlp,COREF,49,He,11217,11219,5,38,3,M_137
booknlp,COREF,49,himself,11220,11227,5,38,3,M_138
booknlp,COREF,49,his,11232,11235,5,38,3,M_139
booknlp,COREF,49,his,11252,11255,5,38,3,M_140
booknlp,COREF,49,He,11276,11278,5,38,3,M_141
booknlp,COREF,49,his,11335,11338,5,38,3,M_142
booknlp,COREF,49,He,11414,11416,5,38,3,M_143
exp,exp_name,mrs. pontellier,Mrs. Pontellier,11457,11472,3,39,3,M_144
booknlp,COREF,49,his,11689,11692,5,39,3,M_145
booknlp,COREF,49,he,11714,11716,5,39,3,M_146
booknlp,COREF,49,he,11751,11753,5,39,3,M_147
exp,exp_name,mrs. pontellier,Mrs. Pontellier,11772,11787,3,40,3,M_148
exp,exp_name,mrs. pontellier,Mrs. Pontellier,12504,12519,3,42,3,M_149
exp,exp_name,mr. pontellier,Mr. Pontellier,13874,13888,5,45,3,M_150
booknlp,COREF,49,him,13950,13953,5,45,3,M_151
booknlp,COREF,49,He,13983,13985,5,45,3,M_152
booknlp,COREF,49,his,14015,14018,5,45,3,M_153
booknlp,COREF,49,him,14052,14055,5,45,3,M_154
booknlp,COREF,49,He,14102,14104,5,45,3,M_155
booknlp,COREF,49,his,14118,14121,5,45,3,M_156
booknlp,COREF,49,He,14195,14197,5,45,3,M_157
booknlp,COREF,49,he,14223,14225,5,45,3,M_158
exp,exp_name,mr. pontellier,Mr. Pontellier,14281,14295,5,46,3,M_159
booknlp,COREF,49,his,14301,14304,5,46,3,M_160
booknlp,COREF,49,he,14334,14336,5,46,3,M_161
pdnc,qID,Q9-0,my dear,14657,14664,3,48,3,M_162
booknlp,COREF,49,he,14667,14669,5,48,3,M_163
booknlp,COREF,49,he,14682,14684,5,48,3,M_164
booknlp,COREF,49,his,14758,14761,5,49,3,M_165
exp,exp_name,mr. pontellier,Mr. Pontellier,14824,14838,5,49,3,M_166
booknlp,COREF,49,him,14939,14942,5,49,3,M_167
booknlp,COREF,49,His,14944,14947,5,49,3,M_168
booknlp,COREF,49,he,15001,15003,5,49,3,M_169
exp,exp_name,mrs. pontellier,Mrs. Pontellier,15093,15108,3,50,3,M_170
exp,exp_name,mrs. pontellier,Mrs. Pontellier,15316,15331,3,51,3,M_171
exp,exp_name,mr. pontellier,Mr. Pontellier,15641,15655,5,51,3,M_172
exp,exp_name,mrs. pontellier,Mrs. Pontellier,15691,15706,3,51,3,M_173
exp,exp_name,mr. pontellier,Mr. Pontellier,15804,15818,5,53,4,M_174
booknlp,COREF,49,his,15832,15835,5,53,4,M_175
