TheSunAlsoRises,Q1632-0
HandfulOfDust,Q1919-0
TheInvisibleMan,Q184-1
TheMysteriousAffairAtStyles,Q462-0
NightAndDay,Q810-0
AliceInWonderland,Q34-0
TheInvisibleMan,Q678-0
AgeOfInnocence,Q1031-0
TheSunAlsoRises,Q359-0
TheInvisibleMan,Q558-0
TheManWhoWasThursday,Q48-1
TheSunAlsoRises,Q1786-0
TheMysteriousAffairAtStyles,Q261-0
DaisyMiller,Q504-0
TheMysteriousAffairAtStyles,Q1611-0
Persuasion,Q88-0
Emma,Q1267-1
HandfulOfDust,Q2086-0
NightAndDay,Q1298-0
NightAndDay,Q1192-0
PrideAndPrejudice,Q906-0
HandfulOfDust,Q2149-0
TheMysteriousAffairAtStyles,Q1-0
TheSunAlsoRises,Q1041-0
HandfulOfDust,Q176-0
TheInvisibleMan,Q540-3
SenseAndSensibility,Q915-1
HandfulOfDust,Q1793-0
ThePictureOfDorianGray,Q1121-0
Persuasion,Q263-0
HandfulOfDust,Q2306-0
HandfulOfDust,Q1693-0
ARoomWithAView,Q28-0
AgeOfInnocence,Q718-0
ThePictureOfDorianGray,Q298-0
TheSunAlsoRises,Q263-0
Emma,Q312-0
HandfulOfDust,Q2318-0
TheSunAlsoRises,Q137-0
NightAndDay,Q1214-1
TheMysteriousAffairAtStyles,Q217-0
Emma,Q1396-0
ARoomWithAView,Q72-0
AgeOfInnocence,Q1255-0
SignOfFour,Q143-1
TheSunAlsoRises,Q1218-0
AnneOfGreenGables,Q365-1
NightAndDay,Q369-1
AnneOfGreenGables,Q163-0
HowardsEnd,Q1598-0
SignOfFour,Q44-0
ARoomWithAView,Q145-0
AnneOfGreenGables,Q249-1
AnneOfGreenGables,Q671-0
ThePictureOfDorianGray,Q1072-0
Emma,Q1285-0
ThePictureOfDorianGray,Q343-0
Emma,Q378-0
HandfulOfDust,Q162-0
NorthangerAbbey,Q163-0
HowardsEnd,Q454-0
TheMysteriousAffairAtStyles,Q720-0
SignOfFour,Q115-0
TheSportOfTheGods,Q470-0
TheMysteriousAffairAtStyles,Q390-0
TheManWhoWasThursday,Q430-1
SignOfFour,Q187-0
HowardsEnd,Q1-0
TheManWhoWasThursday,Q497-1
NightAndDay,Q830-0
HowardsEnd,Q2275-0
Emma,Q381-0
HandfulOfDust,Q384-0
ARoomWithAView,Q1408-1
AgeOfInnocence,Q991-0
HowardsEnd,Q2326-0
HandfulOfDust,Q1856-0
TheInvisibleMan,Q506-0
HowardsEnd,Q2060-0
AgeOfInnocence,Q1034-0
Emma,Q203-0
AnneOfGreenGables,Q590-0
ARoomWithAView,Q1010-0
SenseAndSensibility,Q159-0
