qID,menText,start_byte,end_byte,matches,pdncID
Q0-0,Berry,1554,1559,[4],4
Q0-0,himself,1615,1622,[4],4
Q2-0,dat boy,3574,3581,[15],15
Q2-0,Be'y,3592,3596,[4],4
Q2-1,him ,3695,3699,[15],15
Q2-1,you,3816,3819,[4],4
Q2-1,you,3825,3828,[4],4
Q2-1,Joe,3850,3853,[15],15
Q4-0,He,12108,12110,[8],8
Q6-0,that some dark-eyed mademoiselle,12319,12351,[5],5
Q6-0,you,12367,12370,[8],8
Q7-0,Miss Claire,12940,12951,[5],5
Q7-0,you,12953,12956,[5],5
Q7-0,our friend,13003,13013,[8],8
Q7-0,he,13019,13021,[8],8
Q7-0,his,13038,13041,[8],8
Q7-0,his,13054,13057,[8],8
Q7-0,we,13071,13073,"[5, 14]",-1
Q7-0,you,13099,13102,[8],8
Q7-0,Frank,13104,13109,[8],8
Q8-0,You,13114,13117,[14],14
Q8-0,Esterton,13135,13143,[14],14
Q9-0,this wily friend of mine,13359,13383,[8],8
Q9-0,his,13389,13392,[8],8
Q10-0,Frank,13444,13449,[8],8
Q10-1,Esterton,13483,13491,[14],14
Q10-1,you,13514,13517,[8],8
Q11-0,Francis,14598,14605,[8],8
Q17-0,our,15168,15171,"[8, 20]",-1
Q17-0,Frank,15211,15216,[8],8
Q17-0,old man,15218,15225,[8],8
Q17-0,you,15264,15267,[8],8
Q18-0,Leslie,15726,15732,[17],17
Q18-0,you,15783,15786,[20],20
Q19-0,"Poor, foolish Frank",15829,15848,[8],8
Q19-1,him,15902,15905,[8],8
Q20-0,Frank,16091,16096,[8],8
Q21-0,you,16235,16238,[20],20
Q21-0,Maurice,16256,16263,[20],20
Q22-0,yourself,16363,16371,[8],8
Q23-0,You,16825,16828,[20],20
Q25-0,you,17052,17055,[20],20
Q26-0,You,17060,17063,[8],8
Q26-0,Frank,17096,17101,[8],8
Q26-0,you,17103,17106,[8],8
Q26-0,you,17137,17140,[8],8
Q26-0,we,17239,17241,"[20, 8]",-1
Q26-0,you,17278,17281,[8],8
Q26-0,you,17353,17356,[8],8
Q27-0,Maurice,17417,17424,[20],20
Q27-1,you,17463,17466,[20],20
Q27-1,yours,17524,17529,[20],20
Q28-0,Frank,17777,17782,[8],8
Q28-0,Frank,17784,17789,[8],8
Q28-0,your,17828,17832,[8],8
