ThePictureOfDorianGray,Q520-2
HowardsEnd,Q2409-0
NightAndDay,Q803-1
SenseAndSensibility,Q477-0
HowardsEnd,Q1542-0
NorthangerAbbey,Q424-0
TheGambler,Q711-0
TheMysteriousAffairAtStyles,Q1344-0
HandfulOfDust,Q2298-1
SignOfFour,Q16-1
HowardsEnd,Q2150-0
HowardsEnd,Q393-0
Emma,Q593-0
TheGambler,Q716-1
ARoomWithAView,Q28-1
AnneOfGreenGables,Q1109-0
AnneOfGreenGables,Q1091-1
HandfulOfDust,Q1022-1
TheMysteriousAffairAtStyles,Q439-1
TheSportOfTheGods,Q626-0
Emma,Q577-0
DaisyMiller,Q406-0
TheInvisibleMan,Q40-0
Emma,Q847-1
HowardsEnd,Q1500-0
ARoomWithAView,Q1403-0
HowardsEnd,Q2360-0
AliceInWonderland,Q415-0
NightAndDay,Q952-2
TheInvisibleMan,Q842-0
TheSunAlsoRises,Q1114-0
NightAndDay,Q1404-0
TheSunAlsoRises,Q2602-0
HandfulOfDust,Q728-0
AgeOfInnocence,Q714-1
AnneOfGreenGables,Q1127-0
TheSportOfTheGods,Q187-0
Persuasion,Q318-1
HandfulOfDust,Q275-0
TheAwakening,Q88-0
HowardsEnd,Q1746-0
HowardsEnd,Q1798-1
SenseAndSensibility,Q217-0
HowardsEnd,Q350-0
TheManWhoWasThursday,Q487-1
SignOfFour,Q22-1
SenseAndSensibility,Q1069-1
ARoomWithAView,Q130-1
NightAndDay,Q2060-1
TheGambler,Q172-0
NightAndDay,Q991-1
HowardsEnd,Q254-0
AgeOfInnocence,Q453-0
ARoomWithAView,Q12-0
HandfulOfDust,Q409-0
TheSunAlsoRises,Q1470-0
TheInvisibleMan,Q99-1
ThePictureOfDorianGray,Q896-0
ThePictureOfDorianGray,Q818-1
TheInvisibleMan,Q833-0
TheMysteriousAffairAtStyles,Q1551-0
DaisyMiller,Q161-0
HowardsEnd,Q1518-0
TheSunAlsoRises,Q585-0
HowardsEnd,Q1161-0
TheManWhoWasThursday,Q207-1
HowardsEnd,Q921-0
HandfulOfDust,Q748-0
NorthangerAbbey,Q297-0
ARoomWithAView,Q79-1
TheSportOfTheGods,Q175-1
AnneOfGreenGables,Q543-1
Emma,Q1448-1
NightAndDay,Q883-1
TheInvisibleMan,Q769-0
AnneOfGreenGables,Q44-0
HandfulOfDust,Q84-0
HandfulOfDust,Q1891-0
PrideAndPrejudice,Q1006-1
Emma,Q193-1
TheSunAlsoRises,Q1120-0
AgeOfInnocence,Q765-0
PrideAndPrejudice,Q451-1
NightAndDay,Q290-0
AgeOfInnocence,Q483-0
SenseAndSensibility,Q778-0
TheSportOfTheGods,Q537-0
PrideAndPrejudice,Q590-0
ARoomWithAView,Q1492-0
HowardsEnd,Q1484-0
TheManWhoWasThursday,Q211-1
NightAndDay,Q807-0
TheSunAlsoRises,Q1489-1
ThePictureOfDorianGray,Q1092-0
HowardsEnd,Q7-0
Emma,Q689-1
TheManWhoWasThursday,Q1-0
HandfulOfDust,Q692-0
SenseAndSensibility,Q701-0
TheSunAlsoRises,Q2408-0
TheGambler,Q201-1
PrideAndPrejudice,Q540-0
SenseAndSensibility,Q475-0
Persuasion,Q167-0
TheSunAlsoRises,Q1335-0
AliceInWonderland,Q249-0
TheManWhoWasThursday,Q668-0
DaisyMiller,Q47-0
ThePictureOfDorianGray,Q659-0
TheSunAlsoRises,Q1057-1
TheGambler,Q101-0
ThePictureOfDorianGray,Q175-1
TheMysteriousAffairAtStyles,Q1564-0
AgeOfInnocence,Q509-0
HowardsEnd,Q766-0
ThePictureOfDorianGray,Q310-0
TheMysteriousAffairAtStyles,Q27-0
HowardsEnd,Q1946-0
ARoomWithAView,Q1347-0
AnneOfGreenGables,Q1183-0
AnneOfGreenGables,Q278-0
AliceInWonderland,Q173-0
ThePictureOfDorianGray,Q511-1
PrideAndPrejudice,Q945-0
TheSunAlsoRises,Q1501-0
HowardsEnd,Q720-0
NorthangerAbbey,Q527-0
DaisyMiller,Q422-0
TheInvisibleMan,Q417-0
TheMysteriousAffairAtStyles,Q635-0
NorthangerAbbey,Q258-0
TheSunAlsoRises,Q876-0
HandfulOfDust,Q263-0
TheSunAlsoRises,Q951-0
DaisyMiller,Q27-0
PrideAndPrejudice,Q1076-0
TheMysteriousAffairAtStyles,Q1151-0
HandfulOfDust,Q589-0
NightAndDay,Q42-0
TheManWhoWasThursday,Q318-0
TheSunAlsoRises,Q1911-1
TheSunAlsoRises,Q290-0
HowardsEnd,Q2269-0
TheSunAlsoRises,Q588-0
TheManWhoWasThursday,Q509-0
HandfulOfDust,Q1904-1
DaisyMiller,Q397-0
TheSunAlsoRises,Q2311-1
NightAndDay,Q1188-0
Emma,Q570-0
AliceInWonderland,Q668-2
ThePictureOfDorianGray,Q443-0
TheSunAlsoRises,Q1022-1
AnneOfGreenGables,Q235-0
TheSunAlsoRises,Q1944-0
Persuasion,Q209-1
HandfulOfDust,Q1575-0
ARoomWithAView,Q299-0
