TheSunAlsoRises,Q1636-0
HandfulOfDust,Q953-0
TheInvisibleMan,Q182-1
TheMysteriousAffairAtStyles,Q260-1
NightAndDay,Q832-0
AliceInWonderland,Q35-0
TheInvisibleMan,Q687-0
AgeOfInnocence,Q196-0
TheSunAlsoRises,Q349-0
TheInvisibleMan,Q548-0
TheManWhoWasThursday,Q44-0
TheSunAlsoRises,Q1791-0
TheMysteriousAffairAtStyles,Q264-0
DaisyMiller,Q91-0
TheMysteriousAffairAtStyles,Q777-0
Persuasion,Q67-0
Emma,Q1236-0
HandfulOfDust,Q353-0
NightAndDay,Q1308-0
NightAndDay,Q1194-0
PrideAndPrejudice,Q775-0
HandfulOfDust,Q1938-0
TheMysteriousAffairAtStyles,Q0-0
TheSunAlsoRises,Q1055-0
HandfulOfDust,Q1306-0
TheInvisibleMan,Q532-0
SenseAndSensibility,Q373-0
HandfulOfDust,Q1429-0
ThePictureOfDorianGray,Q1125-0
Persuasion,Q366-0
HandfulOfDust,Q1176-0
HandfulOfDust,Q522-0
ARoomWithAView,Q32-0
AgeOfInnocence,Q214-0
ThePictureOfDorianGray,Q296-1
TheSunAlsoRises,Q263-0
Emma,Q1194-0
HandfulOfDust,Q112-0
TheSunAlsoRises,Q145-0
NightAndDay,Q1216-0
TheMysteriousAffairAtStyles,Q219-0
Emma,Q1257-0
ARoomWithAView,Q77-0
AgeOfInnocence,Q789-0
SignOfFour,Q132-0
TheSunAlsoRises,Q1226-0
AnneOfGreenGables,Q1179-1
NightAndDay,Q372-0
AnneOfGreenGables,Q1088-0
HowardsEnd,Q1566-1
SignOfFour,Q41-0
ARoomWithAView,Q148-0
AnneOfGreenGables,Q373-1
AnneOfGreenGables,Q853-0
ThePictureOfDorianGray,Q1066-0
Emma,Q789-0
ThePictureOfDorianGray,Q344-1
Emma,Q802-0
HandfulOfDust,Q1382-0
NorthangerAbbey,Q216-0
HowardsEnd,Q459-0
TheMysteriousAffairAtStyles,Q1003-0
SignOfFour,Q110-1
TheSportOfTheGods,Q463-0
TheMysteriousAffairAtStyles,Q198-0
TheManWhoWasThursday,Q437-1
SignOfFour,Q178-0
HowardsEnd,Q1-0
TheManWhoWasThursday,Q505-1
NightAndDay,Q847-0
HowardsEnd,Q2253-0
Emma,Q1511-0
HandfulOfDust,Q1246-0
ARoomWithAView,Q1395-0
AgeOfInnocence,Q1104-0
HowardsEnd,Q2311-0
HandfulOfDust,Q1504-0
TheInvisibleMan,Q499-1
HowardsEnd,Q2047-1
AgeOfInnocence,Q1228-0
Emma,Q187-0
AnneOfGreenGables,Q770-1
ARoomWithAView,Q993-0
SenseAndSensibility,Q602-0
TheSunAlsoRises,Q357-0
AliceInWonderland,Q397-0
ARoomWithAView,Q613-0
SignOfFour,Q59-0
HowardsEnd,Q423-0
SenseAndSensibility,Q1042-0
TheMysteriousAffairAtStyles,Q1085-0
PrideAndPrejudice,Q1010-0
TheGambler,Q45-1
TheGambler,Q177-1
NightAndDay,Q1307-0
SignOfFour,Q548-0
NightAndDay,Q101-1
NightAndDay,Q1643-0
Emma,Q622-0
Persuasion,Q439-0
TheAwakening,Q116-1
TheMysteriousAffairAtStyles,Q1471-0
AnneOfGreenGables,Q132-0
TheSunAlsoRises,Q905-0
AgeOfInnocence,Q1003-0
TheSunAlsoRises,Q1144-0
AnneOfGreenGables,Q1191-0
Persuasion,Q381-0
AgeOfInnocence,Q145-0
AnneOfGreenGables,Q320-0
TheMysteriousAffairAtStyles,Q121-1
NorthangerAbbey,Q248-0
TheSunAlsoRises,Q2359-0
TheInvisibleMan,Q533-1
AnneOfGreenGables,Q1178-0
SignOfFour,Q526-1
TheMysteriousAffairAtStyles,Q1533-0
AnneOfGreenGables,Q1041-1
NightAndDay,Q991-1
AgeOfInnocence,Q534-0
AgeOfInnocence,Q246-0
TheGambler,Q761-1
ThePictureOfDorianGray,Q615-0
TheInvisibleMan,Q53-0
Emma,Q217-1
Emma,Q983-1
TheMysteriousAffairAtStyles,Q763-0
HandfulOfDust,Q360-0
TheInvisibleMan,Q174-1
TheMysteriousAffairAtStyles,Q410-0
SenseAndSensibility,Q1050-0
TheMysteriousAffairAtStyles,Q973-0
NightAndDay,Q1327-0
TheSunAlsoRises,Q1403-0
TheMysteriousAffairAtStyles,Q1705-1
AnneOfGreenGables,Q511-0
Emma,Q1346-1
TheMysteriousAffairAtStyles,Q1131-0
TheAwakening,Q412-1
PrideAndPrejudice,Q880-1
TheSunAlsoRises,Q1904-0
HowardsEnd,Q1812-0
TheMysteriousAffairAtStyles,Q194-0
Emma,Q1224-0
AliceInWonderland,Q273-0
ARoomWithAView,Q1588-0
Emma,Q1329-0
TheSunAlsoRises,Q70-0
AgeOfInnocence,Q915-1
TheSunAlsoRises,Q33-1
NightAndDay,Q986-1
AliceInWonderland,Q216-0
AnneOfGreenGables,Q861-1
PrideAndPrejudice,Q215-0
HandfulOfDust,Q1342-0
NightAndDay,Q695-0
AnneOfGreenGables,Q563-0
TheSunAlsoRises,Q1282-0
SenseAndSensibility,Q252-0
TheInvisibleMan,Q317-1
NorthangerAbbey,Q318-0
AnneOfGreenGables,Q536-1
ARoomWithAView,Q1455-0
AnneOfGreenGables,Q830-0
TheInvisibleMan,Q18-2
TheAwakening,Q570-1
NightAndDay,Q880-0
TheSunAlsoRises,Q1681-0
ARoomWithAView,Q1517-0
ARoomWithAView,Q948-0
AnneOfGreenGables,Q27-0
TheMysteriousAffairAtStyles,Q446-0
HandfulOfDust,Q537-0
HowardsEnd,Q1282-0
SenseAndSensibility,Q189-1
TheAwakening,Q195-0
SignOfFour,Q500-0
PrideAndPrejudice,Q184-0
TheSunAlsoRises,Q934-0
AnneOfGreenGables,Q646-0
Persuasion,Q257-1
TheGambler,Q145-0
TheMysteriousAffairAtStyles,Q834-0
TheGambler,Q87-0
TheSunAlsoRises,Q1050-0
Emma,Q283-0
AliceInWonderland,Q159-0
HandfulOfDust,Q2053-0
DaisyMiller,Q416-0
HandfulOfDust,Q2266-0
TheMysteriousAffairAtStyles,Q1078-0
HandfulOfDust,Q156-0
AgeOfInnocence,Q967-0
DaisyMiller,Q125-0
HowardsEnd,Q1283-0
TheSunAlsoRises,Q2318-0
TheManWhoWasThursday,Q208-0
TheSportOfTheGods,Q359-1
HandfulOfDust,Q553-0
Persuasion,Q157-0
ARoomWithAView,Q810-0
Emma,Q1470-1
TheSunAlsoRises,Q318-0
HandfulOfDust,Q946-0
TheSportOfTheGods,Q595-0
PrideAndPrejudice,Q858-1
TheMysteriousAffairAtStyles,Q1404-0
HandfulOfDust,Q1856-0
NightAndDay,Q533-0
TheSunAlsoRises,Q1577-0
TheSportOfTheGods,Q94-1
Emma,Q1022-0
SenseAndSensibility,Q488-0
HowardsEnd,Q346-0
HandfulOfDust,Q1992-0
NightAndDay,Q736-0
SenseAndSensibility,Q311-1
HowardsEnd,Q1615-0
AgeOfInnocence,Q172-0
TheGambler,Q391-0
TheSunAlsoRises,Q1106-0
NorthangerAbbey,Q249-0
HowardsEnd,Q142-0
PrideAndPrejudice,Q99-0
NightAndDay,Q311-0
TheSunAlsoRises,Q393-0
HowardsEnd,Q798-2
TheSportOfTheGods,Q507-0
NightAndDay,Q282-0
TheSunAlsoRises,Q1704-0
AnneOfGreenGables,Q918-0
NightAndDay,Q1709-0
Emma,Q1409-0
HandfulOfDust,Q1286-0
AnneOfGreenGables,Q835-0
PrideAndPrejudice,Q538-1
ARoomWithAView,Q375-0
TheGambler,Q155-0
NorthangerAbbey,Q680-0
NightAndDay,Q2014-0
DaisyMiller,Q67-1
TheAwakening,Q38-1
AnneOfGreenGables,Q336-0
Emma,Q560-0
PrideAndPrejudice,Q558-1
TheSunAlsoRises,Q1384-0
NightAndDay,Q809-0
NorthangerAbbey,Q267-0
NightAndDay,Q1827-0
HowardsEnd,Q179-0
NightAndDay,Q573-0
HowardsEnd,Q1830-0
Emma,Q1070-0
TheSunAlsoRises,Q2353-0
ARoomWithAView,Q1244-1
TheSunAlsoRises,Q178-1
ARoomWithAView,Q1559-0
TheSportOfTheGods,Q221-0
SignOfFour,Q104-0
HowardsEnd,Q1264-0
SignOfFour,Q288-0
NorthangerAbbey,Q201-0
Emma,Q710-1
TheSportOfTheGods,Q408-0
SenseAndSensibility,Q94-0
Emma,Q417-0
SenseAndSensibility,Q475-1
TheSunAlsoRises,Q2482-0
HandfulOfDust,Q708-0
ThePictureOfDorianGray,Q293-0
HowardsEnd,Q2568-1
HandfulOfDust,Q1357-0
TheSunAlsoRises,Q326-0
TheSunAlsoRises,Q2059-0
ThePictureOfDorianGray,Q228-0
AgeOfInnocence,Q927-0
ARoomWithAView,Q13-1
AnneOfGreenGables,Q652-2
HowardsEnd,Q1271-0
TheMysteriousAffairAtStyles,Q172-0
Emma,Q879-0
NightAndDay,Q1480-0
SignOfFour,Q116-1
TheMysteriousAffairAtStyles,Q1753-0
HowardsEnd,Q2172-4
Emma,Q519-1
AliceInWonderland,Q14-1
DaisyMiller,Q77-1
TheGambler,Q285-0
TheSunAlsoRises,Q1157-0
HandfulOfDust,Q1464-0
NightAndDay,Q1517-0
AgeOfInnocence,Q666-0
SenseAndSensibility,Q883-0
AgeOfInnocence,Q709-0
NightAndDay,Q1908-1
Emma,Q307-0
SenseAndSensibility,Q176-0
TheMysteriousAffairAtStyles,Q547-0
TheSportOfTheGods,Q62-0
NightAndDay,Q240-0
TheMysteriousAffairAtStyles,Q932-0
HowardsEnd,Q82-0
Emma,Q1533-1
SignOfFour,Q91-0
ARoomWithAView,Q466-0
HowardsEnd,Q593-0
AgeOfInnocence,Q543-0
HowardsEnd,Q2355-0
TheAwakening,Q531-0
TheSunAlsoRises,Q1045-0
TheMysteriousAffairAtStyles,Q190-0
AliceInWonderland,Q235-0
AliceInWonderland,Q37-1
HandfulOfDust,Q1757-0
NightAndDay,Q1683-0
TheSunAlsoRises,Q1408-0
NightAndDay,Q1914-0
AnneOfGreenGables,Q931-0
TheSunAlsoRises,Q2154-0
SignOfFour,Q271-0
ThePictureOfDorianGray,Q1143-0
NightAndDay,Q1803-1
Persuasion,Q427-0
TheMysteriousAffairAtStyles,Q1563-0
HandfulOfDust,Q65-0
TheSportOfTheGods,Q530-0
PrideAndPrejudice,Q1249-1
ThePictureOfDorianGray,Q1068-0
AliceInWonderland,Q554-0
AliceInWonderland,Q613-0
ARoomWithAView,Q376-0
Emma,Q1350-0
NorthangerAbbey,Q673-0
TheManWhoWasThursday,Q462-0
NightAndDay,Q1521-0
TheInvisibleMan,Q66-1
ARoomWithAView,Q551-0
AnneOfGreenGables,Q791-0
HandfulOfDust,Q2191-0
Emma,Q460-0
Emma,Q783-0
AgeOfInnocence,Q315-0
HowardsEnd,Q1051-0
TheMysteriousAffairAtStyles,Q1470-0
NightAndDay,Q8-0
HandfulOfDust,Q1170-0
Emma,Q1440-0
TheMysteriousAffairAtStyles,Q103-0
Emma,Q1471-0
TheAwakening,Q142-1
AgeOfInnocence,Q1128-0
TheSunAlsoRises,Q2162-0
ARoomWithAView,Q907-0
TheGambler,Q729-0
