exp_name,text,start_byte,end_byte,pdncID
a carabineer in his cocked hat,A carabineer in his cocked hat,152987,153017,0
mademoiselle georgette leblanc,Mademoiselle Georgette Leblanc,21458,21488,10
mademoiselle georgette leblanc,Mademoiselle Georgette Leblanc,21835,21865,10
the dining-car conductor,the dining-car conductor,113297,113321,30
the tall blond youth,the tall blond youth,25890,25910,49
mademoiselle leblanc,Mademoiselle Leblanc,22234,22254,10
the liaison colonel,the liaison colonel,41302,41321,34
count mippipopolous,Count Mippipopolous,36308,36327,7
count mippipopolous,Count Mippipopolous,36454,36473,7
count mippipopolous,Count Mippipopolous,74887,74906,7
mademoiselle hobin,Mademoiselle Hobin,22311,22329,10
mademoiselle hobin,Mademoiselle Hobin,22375,22393,10
the wavy blond one,The wavy blond one,25345,25363,49
the tall dark one,The tall dark one,25285,25302,17
lady brett ashley,Lady Brett Ashley,51637,51654,6
georgette leblanc,Georgette Leblanc,21589,21606,10
madame duzinell,Madame Duzinell,74092,74107,29
robert prentiss,Robert Prentiss,26291,26306,24
the chambermaid,The chambermaid,291905,291920,45
the chambermaid,the chambermaid,296774,296789,45
mrs. braddocks,Mrs. Braddocks,20284,20298,21
mrs. braddocks,Mrs. Braddocks,20463,20477,21
mrs. braddocks,Mrs. Braddocks,20724,20738,21
mrs. braddocks,Mrs. Braddocks,21621,21635,21
mrs. braddocks,Mrs. Braddocks,21710,21724,21
mrs. braddocks,Mrs. Braddocks,21892,21906,21
mrs. braddocks,Mrs. Braddocks,22056,22070,21
mrs. braddocks,Mrs. Braddocks,22145,22159,21
mrs. braddocks,Mrs. Braddocks,22490,22504,21
mrs. braddocks,Mrs. Braddocks,26234,26248,21
mrs. braddocks,Mrs. Braddocks,26974,26988,21
mrs. braddocks,Mrs. Braddocks,27199,27213,21
mrs. braddocks,Mrs. Braddocks,27352,27366,21
mrs. braddocks,Mrs. Braddocks,37322,37336,21
the carabineer,the carabineer,124716,124730,27
the carabineer,The carabineer,125102,125116,27
madame lecomte,Madame Lecomte,101360,101374,18
madame lecomte,Madame Lecomte,101748,101762,18
madame lecomte,Madame Lecomte,102032,102046,18
madame lecomte,Madame Lecomte,102339,102353,18
the conductor,the conductor,113068,113081,30
the conductor,The conductor,113494,113507,30
the concierge,the concierge,38898,38911,29
the concierge,The concierge,42820,42833,29
the concierge,the concierge,42956,42969,29
the concierge,the concierge,46304,46317,29
the concierge,the concierge,72445,72458,29
the concierge,The concierge,73491,73504,29
the concierge,the concierge,74227,74240,29
the concierge,the concierge,74358,74371,29
the concierge,the concierge,75565,75578,29
the concierge,the concierge,343422,343435,29
the concierge,the concierge,351738,351751,29
the concierge,the concierge,352061,352074,29
the concierge,The concierge,352249,352262,29
the concierge,The concierge,352495,352508,29
the concierge,the concierge,352956,352969,29
the fat woman,The fat woman,153406,153419,39
mike campbell,Mike Campbell,51789,51802,19
mike campbell,Mike Campbell,52252,52265,19
mike campbell,Mike Campbell,106230,106243,19
frances clyne,Frances Clyne,20269,20282,9
frances clyne,Frances Clyne,22396,22409,9
frances clyne,Frances Clyne,61636,61649,9
wilson-harris,Wilson-Harris,182141,182154,11
wilson-harris,Wilson-Harris,182207,182220,11
the chauffeur,The chauffeur,50067,50080,28
the chauffeur,the chauffeur,78733,78746,28
the chauffeur,The chauffeur,80160,80173,28
the chauffeur,the chauffeur,80539,80552,28
the chauffeur,the chauffeur,90685,90698,28
the chauffeur,The chauffeur,91100,91113,28
the chauffeur,The chauffeur,124399,124412,28
the chauffeur,The chauffeur,125542,125555,28
the chauffeur,The chauffeur,333003,333016,28
the chauffeur,The chauffeur,337407,337420,28
